DFT_Frequency_cm,ML_Frequency_cm,Freq_Difference_cm,Percent_Error,DFT_Intensity_km_mol,ML_Intensity_km_mol,Intensity_Difference
4288.6450,4365.4760,76.8310,1.7915,0.0000,0.0000,0.0000
4289.6300,4379.6730,90.0430,2.0991,0.0287,0.0151,-0.0136
4289.7840,4368.6500,78.8660,1.8385,0.0564,0.0244,-0.0320
4300.6570,4376.7570,76.1000,1.7695,0.0950,0.4362,0.3412
4302.0270,4380.2140,78.1870,1.8174,0.0293,0.0193,-0.0099
5586.9540,5596.5390,9.5850,0.1716,0.2352,0.7787,0.5435
5600.5110,5623.6230,23.1120,0.4127,0.1496,0.3395,0.1900
5651.6260,5678.2060,26.5800,0.4703,0.1026,3.1990,3.0963
5658.0540,5670.9590,12.9050,0.2281,0.4703,0.5388,0.0684
5661.9820,5681.1010,19.1190,0.3377,0.0335,8.9537,8.9201
5662.0250,5681.3670,19.3420,0.3416,0.0230,1.1337,1.1107
5670.5550,5701.4080,30.8530,0.5441,0.0003,4.7633,4.7630
5684.3300,5731.2390,46.9090,0.8252,0.0757,0.6053,0.5296
5685.6180,5707.5100,21.8920,0.3850,0.0000,0.0000,0.0000
5689.9530,5697.8910,7.9380,0.1395,0.2572,0.4069,0.1498
5690.8330,5724.2420,33.4090,0.5871,0.0080,0.1826,0.1745
5701.5010,5720.9110,19.4100,0.3404,0.0000,0.0000,0.0000
5706.6060,5733.6520,27.0460,0.4739,0.0000,0.0000,0.0000
5708.5800,5764.0290,55.4490,0.9713,0.1506,0.4131,0.2625
5711.0400,5738.2450,27.2050,0.4764,0.0805,0.3370,0.2566
5711.8800,5738.7030,26.8230,0.4696,0.0152,0.0068,-0.0084
5713.2150,5746.5060,33.2910,0.5827,0.0000,0.0000,0.0000
5715.8640,5718.3850,2.5210,0.0441,0.1355,0.0702,-0.0653
5717.4150,5722.4920,5.0770,0.0888,0.0401,0.4178,0.3777
5721.5530,5735.4600,13.9070,0.2431,0.2591,0.5836,0.3245
5722.9770,5732.3750,9.3980,0.1642,0.0906,0.4523,0.3617
5724.0380,5735.1820,11.1440,0.1947,0.0797,0.0122,-0.0675
5726.3500,5752.2480,25.8980,0.4523,0.0224,0.2827,0.2603
5728.7120,5753.2720,24.5600,0.4287,0.0095,0.1159,0.1064
5734.0370,5713.6530,-20.3840,-0.3555,0.5782,2.9659,2.3876
5737.4890,5768.8260,31.3370,0.5462,0.0136,0.0100,-0.0036
5737.8240,5769.4370,31.6130,0.5510,0.0032,0.0803,0.0771
5750.3810,5701.2000,-49.1810,-0.8553,0.4041,0.3765,-0.0276
5751.4790,5773.4040,21.9250,0.3812,0.0000,0.0000,0.0000
5751.5180,5773.1840,21.6660,0.3767,0.0556,0.0500,-0.0056
5779.9610,5800.3830,20.4220,0.3533,0.2056,0.1568,-0.0488
5781.0250,5803.0580,22.0330,0.3811,0.0000,0.0000,0.0000
5788.0690,5813.9980,25.9290,0.4480,0.0000,0.0000,0.0000
5788.9030,5828.5070,39.6040,0.6841,0.0004,0.0000,-0.0004
5789.0860,5816.0440,26.9580,0.4657,0.1358,0.0887,-0.0471
5811.8910,5827.4750,15.5840,0.2681,0.0010,0.0053,0.0044
