DFT_Frequency_cm,ML_Frequency_cm,Freq_Difference_cm,Percent_Error,Mode_Overlap,DFT_Intensity_km_mol,ML_Intensity_km_mol,Intensity_Difference
1266.2220,1286.2340,20.0120,1.5804,,1.8334,0.9569,-0.8766
1268.2940,1267.0730,-1.2210,-0.0963,,0.1795,0.0674,-0.1122
1269.5740,1293.1390,23.5650,1.8561,,0.1279,0.0127,-0.1153
1269.5890,1276.4620,6.8730,0.5414,,130.4433,141.8261,11.3828
1270.6020,1256.7660,-13.8360,-1.0889,,0.0995,0.0697,-0.0298
1271.5060,1284.4310,12.9250,1.0165,,1.1121,0.6045,-0.5076
1272.0760,1279.4240,7.3480,0.5776,,0.6164,0.1015,-0.5149
1273.1330,1286.2380,13.1050,1.0294,,1.2117,1.2867,0.0750
1273.8620,1277.0910,3.2290,0.2535,,0.0635,0.0082,-0.0553
1278.2290,1280.2210,1.9920,0.1558,0.9760,5.6702,0.0000,-5.6702
1278.5790,1280.1500,1.5710,0.1229,,0.1987,0.1328,-0.0659
1279.5030,1299.4280,19.9250,1.5572,,0.2580,24.6291,24.3711
1280.0520,1283.3420,3.2900,0.2570,,0.0258,0.1219,0.0961
1283.1270,1297.4410,14.3140,1.1156,,0.1853,0.2614,0.0762
1283.6490,1297.6800,14.0310,1.0931,,1.5377,0.4567,-1.0810
1285.1970,1302.9120,17.7150,1.3784,,2.0642,3.4021,1.3379
1289.5420,1300.8360,11.2940,0.8758,,6.1272,5.5752,-0.5520
1290.2910,1263.2540,-27.0370,-2.0954,,0.0010,0.0675,0.0664
1293.2200,1320.3410,27.1210,2.0972,,0.0012,0.5108,0.5096
1296.4570,1309.9520,13.4950,1.0409,,0.0783,2.3726,2.2943
1297.2110,1303.9850,6.7740,0.5222,,0.1132,1.8998,1.7866
1297.8850,1286.4460,-11.4390,-0.8814,,0.0051,0.1492,0.1442
1299.7230,1313.5720,13.8490,1.0655,,0.0360,1.1615,1.1255
1300.5980,1323.6500,23.0520,1.7724,,0.4987,5.6411,5.1424
1303.7360,1323.3900,19.6540,1.5075,,0.3357,8.3906,8.0549
1303.7700,1304.0070,0.2370,0.0182,,0.1817,0.3327,0.1510
1304.5210,1312.0520,7.5310,0.5773,,58.4049,20.7374,-37.6675
1308.5720,1328.5030,19.9310,1.5231,,0.0945,4.0260,3.9315
1310.7550,1319.6280,8.8730,0.6769,,0.0021,0.0523,0.0502
1310.9990,1301.4700,-9.5290,-0.7269,,0.0222,0.0054,-0.0168
1312.5340,1331.0910,18.5570,1.4138,,0.0443,0.1938,0.1495
1312.5920,1339.2520,26.6600,2.0311,,0.3728,0.6959,0.3231
1312.6050,1321.8190,9.2140,0.7020,,0.3741,0.0003,-0.3738
1313.7580,1326.5490,12.7910,0.9736,,0.4338,0.0284,-0.4054
1314.4560,1306.1180,-8.3380,-0.6343,,0.0062,0.0950,0.0887
1315.5100,1338.2970,22.7870,1.7322,,0.0017,0.1127,0.1110
1318.2770,1324.7660,6.4890,0.4922,,0.0154,0.0920,0.0766
1319.5160,1332.4140,12.8980,0.9775,,0.4444,3.9294,3.4850
1320.1650,1330.7650,10.6000,0.8029,,0.3226,1.0588,0.7362
1321.3580,1337.4230,16.0650,1.2158,,0.0025,0.1169,0.1144
1324.1180,1342.6620,18.5440,1.4005,,0.6521,1.0332,0.3810
1324.8870,1300.1700,-24.7170,-1.8656,0.9855,1.4815,0.0000,-1.4815
1331.5130,1338.5900,7.0770,0.5315,,0.0710,0.2067,0.1358
1333.0190,1351.9380,18.9190,1.4193,,0.5750,0.2907,-0.2843
1335.6370,1349.9150,14.2780,1.0690,,0.0068,0.1132,0.1064
1335.7050,1342.3460,6.6410,0.4972,,92.0728,133.9373,41.8645
1335.8020,1351.9800,16.1780,1.2111,,1.8453,3.1755,1.3302
1337.6310,1360.4890,22.8580,1.7088,,0.1160,0.2060,0.0899
1339.1630,1365.6370,26.4740,1.9769,,0.0042,0.5550,0.5508
1339.2580,1359.4670,20.2090,1.5090,,1.3690,6.8894,5.5204
1341.6340,1354.8220,13.1880,0.9830,,0.5589,5.0628,4.5039
1346.7770,1369.1310,22.3540,1.6598,,1.9501,36.1711,34.2211
1347.9960,1367.7570,19.7610,1.4660,,0.0586,0.1045,0.0459
1349.9230,1348.4760,-1.4470,-0.1072,0.9967,29.6638,0.0000,-29.6638
1350.7440,1344.8680,-5.8760,-0.4350,,0.1590,0.2544,0.0954
1352.0530,1356.6600,4.6070,0.3407,,0.2118,0.5262,0.3145
1358.8380,1367.0740,8.2360,0.6061,,1.1129,0.0151,-1.0978
1359.0980,1370.3830,11.2850,0.8303,,0.0020,0.0079,0.0059
1360.0740,1365.8040,5.7300,0.4213,,0.0077,0.0051,-0.0026
1361.6160,1320.7160,-40.9000,-3.0038,,0.1755,0.0605,-0.1151
1362.9160,1374.5580,11.6420,0.8542,,1.0409,2.5402,1.4993
1365.1480,1382.5520,17.4040,1.2749,,0.5502,7.6044,7.0541
1367.5120,1396.1600,28.6480,2.0949,,0.4449,18.6324,18.1875
1369.4380,1376.0490,6.6110,0.4828,,32.4995,2.0894,-30.4100
1370.8180,1383.1760,12.3580,0.9015,,0.4792,8.6436,8.1643
1371.1020,1368.4810,-2.6210,-0.1912,0.9725,54.1416,0.0000,-54.1416
1371.7060,1383.5890,11.8830,0.8663,,0.1574,1.2540,1.0966
1377.3420,1387.5380,10.1960,0.7403,,0.6493,0.1911,-0.4582
1377.7580,1378.0460,0.2880,0.0209,,0.0083,0.6423,0.6341
1379.7110,1386.9040,7.1930,0.5213,,40.0057,33.3092,-6.6965
1381.8840,1398.1210,16.2370,1.1750,,13.7048,1.3489,-12.3559
1382.3420,1402.4940,20.1520,1.4578,,0.0302,0.0442,0.0140
1386.7990,1403.4480,16.6490,1.2005,,6.4601,1.2303,-5.2297
1387.1250,1410.5940,23.4690,1.6919,,0.5303,0.5848,0.0545
1394.0330,1409.7000,15.6670,1.1239,,0.6057,0.1628,-0.4429
1397.5410,1384.3070,-13.2340,-0.9469,,0.0115,0.0261,0.0146
1397.9940,1380.2160,-17.7780,-1.2717,,0.4459,0.6295,0.1836
1398.1330,1401.8070,3.6740,0.2628,,1.7052,1.6636,-0.0416
1398.5660,1420.2600,21.6940,1.5512,,1.5478,1.1810,-0.3668
1399.8520,1423.9390,24.0870,1.7207,,0.0521,2.1405,2.0884
1399.9000,1408.9990,9.0990,0.6500,,0.1322,0.1078,-0.0243
1400.2960,1394.2780,-6.0180,-0.4298,,0.0064,0.2312,0.2248
1401.4460,1413.7240,12.2780,0.8761,,2.2315,0.3638,-1.8677
1406.0670,1429.1240,23.0570,1.6398,,0.0031,5.9626,5.9595
1406.5140,1393.0930,-13.4210,-0.9542,,0.0156,0.0576,0.0420
1406.8340,1385.1850,-21.6490,-1.5388,,0.0257,0.0180,-0.0076
1407.3200,1381.2820,-26.0380,-1.8502,,0.0427,0.0105,-0.0322
1407.3230,1416.9620,9.6390,0.6849,,1.2000,2.4220,1.2220
1407.9530,1416.2870,8.3340,0.5919,,0.0895,0.0181,-0.0714
1409.0430,1419.8630,10.8200,0.7679,,0.1440,1.0904,0.9464
1409.2240,1437.9560,28.7320,2.0389,,0.3385,7.5925,7.2540
1410.1610,1433.0160,22.8550,1.6207,,0.8259,1.2541,0.4282
1413.3130,1435.4600,22.1470,1.5670,,0.7791,3.0828,2.3037
1417.9090,1422.5730,4.6640,0.3289,,0.0319,0.0271,-0.0048
1419.1850,1440.9160,21.7310,1.5312,,2.7929,23.2542,20.4613
1422.5960,1432.2800,9.6840,0.6807,,0.6982,1.9100,1.2118
1425.0030,1440.8010,15.7980,1.1086,,3.0890,2.1283,-0.9607
1425.3870,1393.2880,-32.0990,-2.2519,,0.0111,0.0016,-0.0095
1425.4840,1431.1460,5.6620,0.3972,,0.8775,0.3881,-0.4894
1429.4090,1448.7960,19.3870,1.3563,,0.0355,0.1222,0.0867
1430.2000,1437.5680,7.3680,0.5152,,0.1381,1.7847,1.6466
1431.1670,1458.3550,27.1880,1.8997,,0.5647,0.6233,0.0586
1433.0460,1449.7350,16.6890,1.1646,,0.3308,3.0757,2.7448
1437.8380,1460.5260,22.6880,1.5779,,1.0125,2.4350,1.4225
1438.5370,1434.0500,-4.4870,-0.3119,,0.0405,0.1688,0.1284
1442.1560,1430.4610,-11.6950,-0.8109,0.8658,7.7503,0.0000,-7.7503
1442.7240,1444.8560,2.1320,0.1478,,0.0504,0.2049,0.1545
1443.3380,1440.6460,-2.6920,-0.1865,,0.0648,0.7617,0.6969
1445.0320,1399.5880,-45.4440,-3.1448,,0.0018,0.0170,0.0152
1446.3210,1457.5210,11.2000,0.7744,,0.3867,0.4401,0.0534
1447.6480,1430.7600,-16.8880,-1.1666,0.9845,12.0206,0.0000,-12.0206
1449.5980,1453.4710,3.8730,0.2672,,0.1727,0.1609,-0.0118
1451.7870,1461.1350,9.3480,0.6439,,0.1328,12.5326,12.3998
1451.8910,1475.0320,23.1410,1.5939,,0.1531,1.1235,0.9703
1452.3950,1477.3230,24.9280,1.7163,,0.1622,444.9929,444.8307
1452.5680,1455.2300,2.6620,0.1833,,8.5971,1.3232,-7.2739
1453.0550,1476.1790,23.1240,1.5914,,0.0281,1.1898,1.1616
1453.2650,1459.7480,6.4830,0.4461,,29.1655,2.9554,-26.2101
1459.4960,1470.9600,11.4640,0.7855,0.9821,32.2594,0.0000,-32.2594
1460.7390,1475.8290,15.0900,1.0330,,0.4257,0.1530,-0.2726
1461.4010,1452.5140,-8.8870,-0.6081,,0.0486,0.0097,-0.0389
1462.8880,1479.2060,16.3180,1.1155,,0.2154,28.6223,28.4069
1464.8100,1467.9860,3.1760,0.2168,,4.7405,6.5942,1.8537
1465.3750,1437.8990,-27.4760,-1.8750,,0.0347,0.0066,-0.0280
1465.5840,1487.9460,22.3620,1.5258,,16.4163,1.4645,-14.9518
1467.1820,1488.1950,21.0130,1.4322,,0.9223,1.0314,0.1092
1469.1100,1491.4720,22.3620,1.5221,,6.2668,2.6627,-3.6041
1469.1350,1492.4180,23.2830,1.5848,,0.5137,0.4959,-0.0178
1469.6420,1474.8130,5.1710,0.3519,,0.2243,5.5679,5.3436
1470.4550,1466.2710,-4.1840,-0.2845,,0.0139,1.0229,1.0090
1476.1190,1484.2580,8.1390,0.5514,,3.5731,21.0366,17.4635
1477.7680,1454.7340,-23.0340,-1.5587,,0.1700,0.3410,0.1709
1479.8560,1491.9260,12.0700,0.8156,,0.0476,0.2092,0.1615
1480.6120,1470.9800,-9.6320,-0.6505,,0.6652,25.0535,24.3883
1480.8070,1458.7560,-22.0510,-1.4891,,0.0012,0.0063,0.0051
1480.9790,1509.0430,28.0640,1.8950,,0.1079,7.6229,7.5149
1484.2170,1513.9640,29.7470,2.0042,,0.2004,4.1891,3.9887
1484.7580,1498.4470,13.6890,0.9220,,10.0854,170.8991,160.8137
1485.9740,1455.2380,-30.7360,-2.0684,,0.1429,0.3373,0.1943
1486.1820,1506.1800,19.9980,1.3456,,0.0978,0.3583,0.2604
1487.8610,1494.7400,6.8790,0.4623,,2.3289,6.1293,3.8004
1489.9000,1496.8960,6.9960,0.4696,,0.7045,3.6605,2.9559
1491.8220,1521.0680,29.2460,1.9604,,11.0307,333.8050,322.7743
1492.7160,1512.1480,19.4320,1.3018,,8.5142,9.1063,0.5921
1493.2530,1504.7130,11.4600,0.7675,,0.6019,3.1780,2.5761
1493.8210,1495.7120,1.8910,0.1266,,0.0242,0.1205,0.0964
1494.2120,1473.1660,-21.0460,-1.4085,,0.3525,1.1351,0.7826
1495.2670,1498.6200,3.3530,0.2242,,5.1665,5.3810,0.2145
1496.9310,1506.3480,9.4170,0.6291,0.9860,10.9961,0.0000,-10.9961
1497.6660,1527.4040,29.7380,1.9856,,14.8560,7.7455,-7.1105
1498.1720,1520.3460,22.1740,1.4801,,5.3098,408.8875,403.5777
1499.5790,1516.2340,16.6550,1.1106,,19.5385,1.0912,-18.4473
1501.3050,1497.1480,-4.1570,-0.2769,,0.0098,0.0380,0.0281
1505.9980,1537.5290,31.5310,2.0937,,4.3080,1.0149,-3.2932
1507.4890,1515.3370,7.8480,0.5206,,0.3339,12.3351,12.0012
1510.7280,1510.1900,-0.5380,-0.0356,,0.0034,0.0444,0.0410
1512.8800,1522.5410,9.6610,0.6386,,0.1005,49.8160,49.7155
1514.4730,1530.7910,16.3180,1.0775,,0.1928,0.3088,0.1160
1515.6230,1538.7230,23.1000,1.5241,,0.0122,0.0020,-0.0102
1522.8570,1519.5460,-3.3110,-0.2174,,0.1684,1.1097,0.9412
1524.1550,1515.3840,-8.7710,-0.5755,,0.0533,0.1726,0.1193
1525.5020,1538.5290,13.0270,0.8539,,0.4111,10.0465,9.6354
1526.3390,1554.3480,28.0090,1.8350,,0.0658,0.6469,0.5811
1526.7110,1516.6010,-10.1100,-0.6622,,2.4114,35.6100,33.1986
1528.6120,1550.2150,21.6030,1.4132,,0.3066,0.7343,0.4277
1530.9240,1557.1170,26.1930,1.7109,,0.1967,0.1638,-0.0329
1531.3120,1518.0710,-13.2410,-0.8647,,0.0884,1.0936,1.0053
1532.2900,1515.1190,-17.1710,-1.1206,,0.0245,0.2903,0.2658
1533.7710,1539.8610,6.0900,0.3971,,1.7016,3.0325,1.3309
1534.4270,1530.9330,-3.4940,-0.2277,,0.0163,0.1207,0.1044
1534.6230,1550.1440,15.5210,1.0114,,0.1254,0.0764,-0.0491
1535.0840,1565.8520,30.7680,2.0043,,0.0651,0.0459,-0.0192
1537.9510,1557.7600,19.8090,1.2880,,0.9989,0.6235,-0.3755
1539.2470,1560.3610,21.1140,1.3717,,0.0965,0.0173,-0.0791
1539.3520,1566.8030,27.4510,1.7833,,0.0137,1.5592,1.5455
1539.5680,1557.9330,18.3650,1.1929,,0.1302,0.1750,0.0448
1539.9370,1556.2830,16.3460,1.0615,,0.0213,0.1025,0.0812
1542.0390,1527.2930,-14.7460,-0.9563,,0.0153,1.3336,1.3183
1542.4690,1553.8160,11.3470,0.7356,,3.3620,3.4741,0.1121
1546.1350,1556.0270,9.8920,0.6398,,0.0342,0.0549,0.0207
1547.3870,1569.0180,21.6310,1.3979,,0.2479,0.3082,0.0603
1550.1240,1527.0920,-23.0320,-1.4858,,0.0059,1.2210,1.2151
1552.2410,1556.6150,4.3740,0.2818,,0.0016,0.0949,0.0933
1554.1150,1529.9000,-24.2150,-1.5581,,1.2052,0.0326,-1.1726
1557.1880,1585.3760,28.1880,1.8102,,0.0520,0.1938,0.1418
1558.0840,1568.1130,10.0290,0.6437,,0.0282,0.2870,0.2588
1558.3870,1577.6860,19.2990,1.2384,,0.2918,0.1825,-0.1093
1558.8400,1595.3600,36.5200,2.3428,,0.0576,0.9777,0.9202
1559.2190,1584.6250,25.4060,1.6294,,1.2361,2.0765,0.8404
1559.8190,1567.4910,7.6720,0.4919,,1.9959,0.0836,-1.9122
1562.3800,1562.9530,0.5730,0.0367,,0.2928,0.3116,0.0188
1562.3870,1533.8040,-28.5830,-1.8294,,1.3767,1.7686,0.3918
1563.0550,1574.1940,11.1390,0.7126,,0.1476,0.1932,0.0456
1564.2750,1573.3930,9.1180,0.5829,,0.0410,0.0283,-0.0128
1566.6570,1569.7290,3.0720,0.1961,,0.0290,0.0253,-0.0036
1569.5820,1532.9000,-36.6820,-2.3371,,0.4777,1.7488,1.2710
1570.2230,1595.5410,25.3180,1.6124,,2.7289,0.7260,-2.0029
1575.3050,1592.6880,17.3830,1.1035,,0.1885,0.1648,-0.0238
1575.9560,1586.3780,10.4220,0.6613,,0.1929,1.1526,0.9597
1577.1660,1574.3780,-2.7880,-0.1768,,0.2353,0.0406,-0.1947
1577.6510,1578.8550,1.2040,0.0763,,0.0114,0.2402,0.2288
1579.0100,1595.5980,16.5880,1.0505,,0.0978,0.0690,-0.0287
1579.9960,1591.4610,11.4650,0.7256,,0.0339,0.2716,0.2378
1580.1480,1594.5820,14.4340,0.9135,,0.4103,0.0341,-0.3762
1582.2860,1572.0900,-10.1960,-0.6444,,0.0035,0.0002,-0.0033
1582.4740,1608.6770,26.2030,1.6558,,0.7164,0.8792,0.1628
1586.2090,1620.7250,34.5160,2.1760,,0.6189,2.1569,1.5380
1586.4350,1597.7060,11.2710,0.7105,,0.3246,0.4569,0.1324
1587.4670,1592.5990,5.1320,0.3233,,0.2645,0.2312,-0.0333
1588.1320,1603.4040,15.2720,0.9616,,0.4826,0.8661,0.3836
1589.6760,1589.1080,-0.5680,-0.0357,,1.1963,0.3924,-0.8038
1590.2830,1572.4150,-17.8680,-1.1236,,0.0106,0.0056,-0.0050
1590.4980,1615.9420,25.4440,1.5998,,1.1262,1.4645,0.3383
1591.7100,1620.4400,28.7300,1.8050,0.9935,13.6998,0.0000,-13.6998
1593.1240,1570.6440,-22.4800,-1.4111,,0.7623,0.0352,-0.7271
1593.1710,1581.0130,-12.1580,-0.7631,,0.2656,0.3953,0.1298
1597.1750,1619.8960,22.7210,1.4226,,0.1041,0.0699,-0.0341
1597.4170,1603.2300,5.8130,0.3639,,0.0135,0.2033,0.1898
1597.8800,1589.6590,-8.2210,-0.5145,,0.0113,0.0302,0.0189
1598.0660,1612.6820,14.6160,0.9146,,0.0343,0.0297,-0.0046
1598.9980,1603.0660,4.0680,0.2544,,0.1072,0.2570,0.1497
1600.0640,1602.6730,2.6090,0.1631,,0.0120,0.0303,0.0183
1602.3160,1604.2770,1.9610,0.1224,,1.1423,0.6018,-0.5404
1604.2990,1610.7000,6.4010,0.3990,,0.0379,0.0507,0.0128
1606.0950,1621.8240,15.7290,0.9793,,0.4541,1.6394,1.1853
1609.1940,1619.2410,10.0470,0.6243,,0.6359,2.2377,1.6018
1610.8460,1630.5640,19.7180,1.2241,,0.2824,0.1081,-0.1743
1611.5540,1637.6170,26.0630,1.6173,,0.7871,36.1436,35.3565
1615.3320,1647.1250,31.7930,1.9682,,0.1158,0.2212,0.1054
1616.9280,1613.7650,-3.1630,-0.1956,,0.0005,0.3612,0.3606
1617.0640,1609.5890,-7.4750,-0.4623,,0.0092,0.0139,0.0046
1618.6660,1651.0220,32.3560,1.9989,,0.2165,0.2978,0.0813
1618.7540,1630.2200,11.4660,0.7083,,1.2758,1.4467,0.1709
1620.4770,1650.2240,29.7470,1.8357,0.9754,28.9391,0.0000,-28.9391
1620.8350,1646.9660,26.1310,1.6122,,0.2085,0.1313,-0.0772
1620.8650,1647.4680,26.6030,1.6413,,0.0380,0.0994,0.0614
1623.3520,1633.5220,10.1700,0.6265,,0.0349,0.1264,0.0915
1627.1740,1630.8320,3.6580,0.2248,,0.0000,0.4597,0.4597
1628.0450,1645.1960,17.1510,1.0535,,0.0531,0.1118,0.0587
1628.2410,1647.2770,19.0360,1.1691,,2.4980,5.3496,2.8516
1629.4650,1630.1590,0.6940,0.0426,,0.0258,0.0125,-0.0132
1633.6650,1638.7400,5.0750,0.3107,,0.7351,14.8959,14.1608
1635.7810,1607.4730,-28.3080,-1.7305,,4.8170,0.0697,-4.7473
1637.4980,1647.8640,10.3660,0.6330,,0.0548,0.1487,0.0939
1638.6240,1642.8250,4.2010,0.2564,,0.0204,0.1243,0.1039
1639.2610,1642.0290,2.7680,0.1689,,0.0528,2.1456,2.0928
1640.8030,1648.6040,7.8010,0.4754,,2.6287,0.0440,-2.5847
1642.5320,1659.9340,17.4020,1.0595,,1.0054,0.4732,-0.5322
1642.7760,1668.1000,25.3240,1.5415,,12.4660,32.3524,19.8864
1644.2920,1674.7270,30.4350,1.8509,,4.8235,3.7777,-1.0458
1644.7030,1674.3700,29.6670,1.8038,,0.1274,0.4771,0.3497
1649.2850,1652.1190,2.8340,0.1718,,0.1248,9.2777,9.1528
1651.2200,1680.7110,29.4910,1.7860,,0.2107,0.0796,-0.1311
1653.5210,1662.5950,9.0740,0.5488,,0.0534,3.7224,3.6691
1657.3500,1674.9090,17.5590,1.0595,,0.0092,0.0474,0.0383
1659.1040,1670.9400,11.8360,0.7134,,0.0014,0.0015,0.0001
1660.2990,1669.6460,9.3470,0.5630,,0.1600,0.9403,0.7803
1663.6110,1675.8070,12.1960,0.7331,,0.3782,0.1468,-0.2314
1665.6950,1697.7320,32.0370,1.9233,,0.3615,0.8544,0.4930
1669.9590,1702.4580,32.4990,1.9461,,1.2556,1.8663,0.6108
1670.8990,1667.2270,-3.6720,-0.2198,,0.1989,0.1267,-0.0722
1671.6260,1664.6570,-6.9690,-0.4169,,0.0018,0.0052,0.0033
1673.2880,1709.8090,36.5210,2.1826,,0.0090,0.0108,0.0017
1673.8810,1705.6380,31.7570,1.8972,,0.0207,0.0490,0.0283
1674.5470,1705.2770,30.7300,1.8351,,0.2208,1.0043,0.7835
1679.6280,1664.7140,-14.9140,-0.8879,,0.0641,0.0029,-0.0612
1679.7550,1671.4700,-8.2850,-0.4932,,0.1929,22.4772,22.2842
1679.9660,1683.7260,3.7600,0.2238,,0.0321,0.0606,0.0285
1680.1420,1680.1440,0.0020,0.0001,,0.1230,0.0037,-0.1193
1681.3140,1655.0760,-26.2380,-1.5606,,0.3245,40.3732,40.0487
1687.2120,1694.0240,6.8120,0.4037,,0.6815,1.5263,0.8449
1687.2650,1705.0850,17.8200,1.0561,,0.0958,0.3810,0.2852
1689.4600,1725.4600,36.0000,2.1309,,0.6506,0.0915,-0.5591
1690.4030,1701.1960,10.7930,0.6385,,0.2944,1.0683,0.7740
1691.6310,1717.5040,25.8730,1.5295,,0.0138,0.0592,0.0455
1691.7050,1687.2190,-4.4860,-0.2652,,0.1566,1.4477,1.2911
1692.3250,1711.2330,18.9080,1.1173,,0.2139,0.4331,0.2192
1693.7910,1725.3830,31.5920,1.8652,,0.3634,0.5904,0.2270
1695.7980,1699.3770,3.5790,0.2111,,0.0490,0.0570,0.0081
1699.0500,1710.7900,11.7400,0.6910,,0.5228,0.7243,0.2015
1700.3750,1702.2150,1.8400,0.1082,,0.1552,0.3546,0.1994
1702.6540,1739.5000,36.8460,2.1640,,0.0227,0.0013,-0.0214
1702.9200,1735.2390,32.3190,1.8979,,0.0121,0.0147,0.0026
1703.2410,1710.8860,7.6450,0.4489,,0.0050,0.0844,0.0794
1703.4570,1741.0710,37.6140,2.2081,,0.4770,1.6763,1.1993
1703.9010,1733.2010,29.3000,1.7196,,0.2857,0.1963,-0.0893
1704.1960,1710.9940,6.7980,0.3989,,0.0052,0.1207,0.1155
1704.3840,1714.1980,9.8140,0.5758,,0.9221,2.7979,1.8759
1704.6940,1728.4490,23.7550,1.3935,,0.4896,1.4094,0.9198
1708.5250,1726.4400,17.9150,1.0486,,0.3453,0.0395,-0.3058
1710.2850,1704.8780,-5.4070,-0.3161,,0.0017,0.0010,-0.0007
1711.4260,1723.8190,12.3930,0.7241,,0.0082,0.0233,0.0151
1713.1960,1709.5830,-3.6130,-0.2109,,0.0247,0.0161,-0.0085
1713.5850,1728.0980,14.5130,0.8469,,0.0063,0.0119,0.0055
1715.9550,1711.4670,-4.4880,-0.2615,,2.2680,2.1704,-0.0977
1716.0940,1726.2010,10.1070,0.5890,,0.2330,0.1194,-0.1136
1717.2010,1753.3150,36.1140,2.1031,,0.0760,0.3844,0.3084
1718.3150,1705.2320,-13.0830,-0.7614,,0.0061,0.0149,0.0088
1720.9700,1747.1470,26.1770,1.5211,,0.0037,0.0321,0.0285
1724.5540,1755.9190,31.3650,1.8187,,0.7956,1.6640,0.8684
1725.9530,1745.3780,19.4250,1.1255,,0.0173,0.0114,-0.0059
1726.2350,1725.3340,-0.9010,-0.0522,,0.0291,0.0538,0.0247
1726.4700,1717.1210,-9.3490,-0.5415,,0.4157,0.2962,-0.1195
1726.5160,1740.2760,13.7600,0.7970,,1.0037,2.1177,1.1140
1727.4700,1740.9250,13.4550,0.7789,,0.3382,0.5019,0.1636
1731.6910,1762.0700,30.3790,1.7543,,0.0155,0.0014,-0.0141
1733.5560,1740.1730,6.6170,0.3817,,4.0578,4.1341,0.0763
1735.9310,1771.3170,35.3860,2.0384,,3.6983,0.5265,-3.1717
1736.9680,1757.0540,20.0860,1.1564,,2.1461,7.3339,5.1878
1737.7530,1753.9090,16.1560,0.9297,,0.5892,0.0173,-0.5719
1739.8690,1752.1530,12.2840,0.7060,,0.0209,0.1098,0.0889
1740.7200,1753.4440,12.7240,0.7310,,0.0059,0.0175,0.0116
1741.6640,1723.4960,-18.1680,-1.0431,,0.0205,0.0945,0.0740
1745.9080,1743.0090,-2.8990,-0.1660,,0.0072,0.2149,0.2077
1747.4820,1717.1450,-30.3370,-1.7360,,1.3775,0.1363,-1.2412
1747.8320,1761.7550,13.9230,0.7966,,0.0003,0.0056,0.0052
1747.9470,1784.0710,36.1240,2.0667,,0.8386,0.5594,-0.2792
1748.9710,1756.5800,7.6090,0.4351,,0.1092,0.9188,0.8095
1751.4090,1724.1580,-27.2510,-1.5559,,0.0295,0.0905,0.0610
1751.9260,1770.0110,18.0850,1.0323,,0.3422,0.7583,0.4162
1751.9800,1742.3480,-9.6320,-0.5498,,0.1361,0.0398,-0.0962
1752.6900,1791.3200,38.6300,2.2040,,0.3894,35.3651,34.9757
1753.2130,1768.1620,14.9490,0.8527,,0.0049,0.2688,0.2639
1754.8670,1784.1280,29.2610,1.6674,,0.4484,1.2309,0.7825
1756.9530,1783.2870,26.3340,1.4988,,1.5393,3.8868,2.3475
1757.5680,1778.5090,20.9410,1.1915,,0.0514,0.2062,0.1548
1758.8570,1768.8570,10.0000,0.5686,,0.0519,0.1789,0.1271
1760.2210,1743.2530,-16.9680,-0.9640,,0.1117,0.0229,-0.0889
1760.9190,1791.6460,30.7270,1.7449,,0.0296,0.1035,0.0739
1765.5770,1780.5950,15.0180,0.8506,,0.0499,0.0224,-0.0275
1767.6670,1783.0430,15.3760,0.8698,,0.0135,0.0020,-0.0115
1768.1090,1784.1220,16.0130,0.9057,,0.6072,9.8804,9.2732
1771.2540,1791.2490,19.9950,1.1289,,1.0061,0.0197,-0.9864
1775.4560,1819.4040,43.9480,2.4753,,3.7814,0.0920,-3.6894
1776.0990,1778.3840,2.2850,0.1287,,0.7686,3.0370,2.2685
1777.0620,1789.6130,12.5510,0.7063,,8.7503,3.5586,-5.1917
1782.7820,1794.2060,11.4240,0.6408,0.9939,273.9985,0.0000,-273.9985
1783.8670,1777.0810,-6.7860,-0.3804,,0.7594,1.2668,0.5074
1786.1440,1821.5880,35.4440,1.9844,,0.9523,6.7487,5.7964
1786.5500,1798.4130,11.8630,0.6640,,11.7290,4.6602,-7.0688
1786.9950,1793.0450,6.0500,0.3386,,21.8517,822.3440,800.4923
1787.2850,1819.4570,32.1720,1.8000,,5.5665,88.7978,83.2312
1787.7790,1807.1630,19.3840,1.0843,,78.7697,6.4446,-72.3251
1788.1190,1785.0730,-3.0460,-0.1703,,0.2080,87.0157,86.8076
1793.0520,1789.5110,-3.5410,-0.1975,,0.1375,16.9157,16.7782
1796.5980,1819.7150,23.1170,1.2867,,0.0067,0.7907,0.7840
1797.4020,1797.9600,0.5580,0.0310,,0.0017,0.0439,0.0422
1798.1470,1787.6030,-10.5440,-0.5864,,0.1310,0.0745,-0.0565
1798.8800,1808.7750,9.8950,0.5501,,2.2664,1.1984,-1.0680
1800.4320,1807.4290,6.9970,0.3886,,0.1840,0.2044,0.0204
1801.0210,1819.6180,18.5970,1.0326,,3.6440,14.9415,11.2975
1805.5390,1810.0760,4.5370,0.2513,,0.0688,19.9743,19.9055
1806.0500,1787.9330,-18.1170,-1.0031,,0.4639,0.0981,-0.3657
1806.7780,1826.1850,19.4070,1.0741,,0.5650,4.5657,4.0007
1806.8550,1817.6330,10.7780,0.5965,,1.7220,25.0521,23.3301
1807.5660,1820.4550,12.8890,0.7131,,0.2172,0.9059,0.6887
1808.1630,1798.3460,-9.8170,-0.5429,,2.2422,80.7658,78.5236
