DFT_Frequency_cm,ML_Frequency_cm,Freq_Difference_cm,Percent_Error,DFT_Intensity_km_mol,ML_Intensity_km_mol,Intensity_Difference
1090.4258,1024.0678,-66.3580,-6.0855,145.0611,168.4731,23.4120
1693.8629,1655.7271,-38.1358,-2.2514,13.5292,21.6454,8.1162
1694.0026,1655.7281,-38.2745,-2.2594,13.5263,21.6383,8.1120
3461.9879,3475.0317,13.0438,0.3768,1.0692,2.6542,1.5850
3590.0909,3591.6975,1.6066,0.0448,0.2806,2.9342,2.6536
3590.5280,3591.6980,1.1700,0.0326,0.2775,2.9364,2.6589
